R_fighter,B_fighter,Merged,Merged2,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Aljamain Sterling,Augusto Mendes,Aljamain Sterling Augusto Mendes 4/15/2017,Augusto Mendes Aljamain Sterling 4/15/2017,-400,325,25,325,4/15/2017,"Kansas City, Missouri, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,26.5,0.33,0,2,0.22,1,1,4,0,0,1,0,0,0,0,1,Orthodox,167.64,165.1,135,2,0,0,41.16666667,0.483333333,1.166666667,2.166666667,0.521666667,4,2,17,0,0,0,1,1,2,0,4,Orthodox,170.18,180.34,135,27,34,2,1,-3,-3,1,-13,0,-1,-2,-2.54,-15.24,-7,-14.66666667,-1.166666667,-0.166666667,0,1,,8,,,,,,,,,,,8,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,-140,540,789,1080,445,1450
Devin Clark,Jake Collier,Devin Clark Jake Collier 4/15/2017,Jake Collier Devin Clark 4/15/2017,-140,120,71.42857143,120,4/15/2017,"Kansas City, Missouri, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,32.75,0.44,0.25,0.75,0.215,1,2,8,0,0,1,0,1,0,0,2,Orthodox,190.5,198.12,205,0,1,0,30.5,0.575,0.5,1,0.58,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,205,27,28,0,0,0,1,-1,4,0,1,0,7.62,7.62,-1,2.25,-0.25,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,325,376,563,722,255,350
Anthony Smith,Andrew Sanchez,Anthony Smith Andrew Sanchez 4/15/2017,Andrew Sanchez Anthony Smith 4/15/2017,270,-330,270,30.3030303,4/15/2017,"Kansas City, Missouri, USA", USA,Red,FALSE,Middleweight,MALE,3,0,2,0,52.5,0.54,0,3,0.25,2,0,6,1,0,0,2,0,0,0,2,Orthodox,185.42,187.96,185,0,1,0,35.75,0.4675,0.5,0.5,0.1,1,2,9,0,0,0,1,1,0,0,2,Orthodox,193.04,193.04,205,28,29,0,1,1,0,2,-3,1,-1,0,-7.62,-5.08,-1,16.75,-0.5,2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3,3:52,832,725,156,914,444,640,275
Zak Cummings,Nathan Coy,Zak Cummings Nathan Coy 4/15/2017,Nathan Coy Zak Cummings 4/15/2017,-550,425,18.18181818,425,4/15/2017,"Kansas City, Missouri, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,24,0.365,0,2,0.8,1,1,4,0,0,0,1,0,0,0,1,Southpaw,177.8,175.26,170,0,1,0,25.71428571,0.337142857,0.571428571,1,0.312857143,2,2,15,0,0,0,2,1,2,0,5,Southpaw,182.88,190.5,185,32,38,0,0,-1,-4,1,-11,0,-1,-2,-5.08,-15.24,-6,-1.71428571,-0.571428571,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,4:21,261,225,590,278,1605,185,1475
Ashlee Evans-Smith,Ketlen Vieira,Ashlee Evans-Smith Ketlen Vieira 4/15/2017,Ketlen Vieira Ashlee Evans-Smith 4/15/2017,-165,145,60.60606061,145,4/15/2017,"Kansas City, Missouri, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,13,0.22,0,4,0.66,1,0,3,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,135,0,2,0,46.33333333,0.52,0,1.333333333,0.466666667,2,1,7,0,0,1,0,1,0,0,2,Orthodox,172.72,170.18,125,29,25,0,-1,-1,-1,1,-4,0,-1,0,0,2.54,4,-33.33333333,0,2.666666667,0,1,,13,,,,13,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,125,310,960,610,360,595
Daniel Cormier,Anthony Johnson,Daniel Cormier Anthony Johnson 42951,Anthony Johnson Daniel Cormier 42951,120,-140,120,71.42857143,04-08-17,"Buffalo, New York, USA", USA,Red,TRUE,Light Heavyweight,MALE,5,0,3,0,19.94444444,0.506111111,0.277777778,1,0.271111111,3,5,31,1,0,0,2,11,0,0,13,Orthodox,187.96,198.12,205,0,3,0,56.875,0.515,0.625,1.75,0.41125,4,1,26,3,0,1,3,1,2,0,7,Orthodox,180.34,182.88,235,38,33,0,0,-1,6,-4,5,-2,10,-2,7.62,15.24,5,-36.93055556,-0.347222222,-0.75,0,1,1,0,,,,,,0,,,,,,,3,,,,,,1,,,,,,,,Red,SUB,Rear Naked Choke,2,3:37,517,625,805,250,1800,525,117
Chris Weidman,Gegard Mousasi,Chris Weidman Gegard Mousasi 42951,Gegard Mousasi Chris Weidman 42951,-105,-115,95.23809524,86.95652174,04-08-17,"Buffalo, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,4,0,37.81818182,0.504545455,0.272727273,0.818181818,0.340909091,4,3,25,0,0,0,3,4,1,0,8,Orthodox,187.96,193.04,185,2,0,0,31.63636364,0.468181818,0.636363636,2.272727273,0.646363636,9,2,27,5,0,0,3,4,2,0,9,Orthodox,187.96,198.12,185,32,31,2,4,-5,-1,-1,-2,-5,0,-1,0,-5.08,1,6.18181818,-0.363636363,-1.454545455,0,1,5,4,,,,,,,4,,,,,,,,,,,,,5,,,,,,,Red,KO/TKO,Knee,2,3:13,493,185,250,800,725,625,375
Cynthia Calvillo,Pearl Gonzalez,Cynthia Calvillo Pearl Gonzalez 42951,Pearl Gonzalez Cynthia Calvillo 42951,-280,240,35.71428571,240,04-08-17,"Buffalo, New York, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,115,0,1,0,13,0.5,3,1,1,1,0,1,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,115,29,30,0,-1,-1,-1,0,-1,0,0,-1,0,10.16,-1,-13,-3,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,3:45,825,145,370,250,800,600,1200
Thiago Alves,Patrick Cote,Thiago Alves Patrick Cote 42951,Patrick Cote Thiago Alves 42951,110,-130,110,76.92307692,04-08-17,"Buffalo, New York, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,30.9,0.4615,0.2,0.5,0.133,4,10,50,2,0,1,4,4,0,0,10,Orthodox,180.34,180.34,170,2,0,0,37.33333333,0.46047619,0.285714286,0.523809524,0.285238095,7,8,50,1,0,0,4,7,1,1,13,Orthodox,175.26,177.8,170,33,37,1,0,-3,-3,-2,0,1,-4,-1,5.08,2.54,-4,-6.43333333,-0.085714286,-0.023809524,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,225,180,975,650,600,450
Will Brooks,Charles Oliveira,Will Brooks Charles Oliveira 42951,Charles Oliveira Will Brooks 42951,-220,180,45.45454545,180,04-08-17,"Buffalo, New York, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,23.17647059,0.519411765,1.294117647,1.294117647,0.401764706,4,8,33,0,0,0,1,0,8,0,9,Orthodox,177.8,187.96,155,1,0,0,48,0.735,0,2.5,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,30,27,-1,0,3,8,-7,27,0,0,8,0,5.08,3,-24.82352941,1.294117647,-1.205882353,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,neither,SUB,Rear Naked Choke,1,2:30,150,120,600,725,350,350,1150
Myles Jury,Mike de la Torre,Myles Jury Mike de la Torre 42951,Mike de la Torre Myles Jury 42951,-450,360,22.22222222,360,04-08-17,"Buffalo, New York, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,22.16666667,0.401666667,0,0.166666667,0.083333333,1,4,10,0,0,1,0,1,0,0,2,Orthodox,180.34,180.34,145,2,0,0,21.375,0.325,0.25,1.625,0.4125,6,2,17,0,0,1,2,2,1,0,6,Orthodox,177.8,185.42,145,28,30,1,0,-5,-4,-2,-7,0,-1,-1,2.54,-5.08,-2,0.79166667,-0.25,-1.458333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,3:30,210,180,535,250,1425,240,1300
Kamaru Usman,Sean Strickland,Kamaru Usman Sean Strickland 42951,Sean Strickland Kamaru Usman 42951,-290,245,34.48275862,245,04-08-17,"Buffalo, New York, USA", USA,Red,FALSE,Welterweight,MALE,3,0,3,0,56.66666667,0.395,0.5,1.333333333,0.471666667,3,1,16,0,0,2,1,1,1,0,5,Orthodox,185.42,193.04,170,0,4,0,43.75,0.5625,0.5,4.5,0.565,4,0,11,1,0,0,3,0,1,0,4,Switch,182.88,193.04,170,29,26,0,-1,-1,1,-1,5,-1,1,0,2.54,0,3,12.91666667,0,-3.166666667,0,1,,11,,,,,,,,11,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,-130,525,775,1075,485,725
Shane Burgos,Charles Rosa,Shane Burgos Charles Rosa 42951,Charles Rosa Shane Burgos 42951,-255,215,39.21568627,215,04-08-17,"Buffalo, New York, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,47.5,0.37,1.25,3.25,0.3975,1,2,12,0,0,0,1,0,1,0,2,Switch,175.26,175.26,145,0,1,0,73,0.38,0,1,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,190.5,145,26,30,0,0,0,1,-2,9,0,0,1,-5.08,-15.24,-4,-25.5,1.25,2.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,1:59,719,150,385,525,650,275,1025
Patrick Cummins,Jan Blachowicz,Patrick Cummins Jan Blachowicz 42951,Jan Blachowicz Patrick Cummins 42951,-105,-115,95.23809524,86.95652174,04-08-17,"Buffalo, New York, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,40.6,0.494,0.2,1,0.4,1,3,13,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,205,2,0,0,35.375,0.49625,0.125,3.75,0.405,3,4,16,0,0,0,2,2,0,0,4,Orthodox,187.96,193.04,205,36,34,1,0,-2,-2,1,-3,0,-1,0,0,5.08,2,5.225,0.075,-2.75,0,1,12,12,,,,,,12,,,,,,,,,,,,,12,,,,,,,,Blue,U-DEC,,3,5:00,900,140,450,1350,1150,750,170
